"Serial","ID","Asset Number","Friendly Name","Username","First Name","Last Name","Email","Model","OS","IMEI","Wi-Fi MAC Address","Last Seen","Tags","Organization Group"
"JFM49M9NTH","SC13","จักราชวิทยา_SC13","จักราชวิทยา_SC13_JFM49M9NTH","Student_03_1030201383","Student03","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","350094260553960","AC:82:F0:AD:7B:1E","6/8/2026 2:06:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GJ6NFPFHXF","SC01","จักราชวิทยา_SC01","จักราชวิทยา_SC01_GJ6NFPFHXF","Student_01_1030201383","Student01","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850862422","AC:82:F0:9C:7F:15","6/8/2026 2:06:10 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GXM44QKWNY","TC85","จักราชวิทยา_TC85","จักราชวิทยา_TC85_GXM44QKWNY","Teacher_17_1030201383","Teacher17","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850054145","AC:82:F0:9E:3B:A6","6/8/2026 2:06:06 PM","TC; All; สพม.นครราชสีมา; TC_จักราชวิทยา; จักราชวิทยา","รร.จักราชวิทยา"
"K00M706HL0","TC08","จักราชวิทยา_TC08","จักราชวิทยา_TC08_K00M706HL0","Teacher_02_1030201383","Teacher02","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.4.2","357879850094125","AC:82:F0:A1:D2:B0","6/8/2026 2:06:04 PM","TC; All; สพม.นครราชสีมา; TC_จักราชวิทยา; จักราชวิทยา","รร.จักราชวิทยา"
"D930XXG7L5","SC770","จักราชวิทยา_SC770","จักราชวิทยา_SC770_D930XXG7L5","Student_154_1030201383","Student154","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850475563","AC:82:F0:A4:13:02","6/8/2026 2:05:49 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"DY9MPG70PY","SC828","จักราชวิทยา_SC828","จักราชวิทยา_SC828_DY9MPG70PY","Student_166_1030201383","Student166","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850167020","AC:82:F0:9C:D0:AB","6/8/2026 2:05:05 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"DQ10499MGG","SC343","จักราชวิทยา_SC343","จักราชวิทยา_SC343_DQ10499MGG","Student_69_1030201383","Student69","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850277225","AC:82:F0:AD:37:48","6/8/2026 2:03:51 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"MRP49797J6","SC859","จักราชวิทยา_SC859","จักราชวิทยา_SC859_MRP49797J6","Student_172_1030201383","Student172","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850799988","AC:82:F0:A2:48:83","6/8/2026 2:03:44 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"F2VNPJYW1Y","SC406","จักราชวิทยา_SC406","จักราชวิทยา_SC406_F2VNPJYW1Y","Student_82_1030201383","Student82","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850704277","AC:82:F0:A8:5F:DB","6/8/2026 2:02:53 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"CKXYKWQCYP","TC79","จักราชวิทยา_TC79","จักราชวิทยา_TC79_CKXYKWQCYP","Teacher_16_1030201383","Teacher16","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850740214","AC:82:F0:9B:2A:58","6/8/2026 2:02:14 PM","TC; All; สพม.นครราชสีมา; TC_จักราชวิทยา; จักราชวิทยา","รร.จักราชวิทยา"
"C372C0V2TY","SC366","จักราชวิทยา_SC366","จักราชวิทยา_SC366_C372C0V2TY","Student_74_1030201383","Student74","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850155355","AC:82:F0:99:59:F1","6/8/2026 2:01:23 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"H66K30J92P","SC914","จักราชวิทยา_SC914","จักราชวิทยา_SC914_H66K30J92P","Student_183_1030201383","Student183","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850329364","AC:82:F0:A1:82:A5","6/8/2026 2:01:20 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"F9RR9RFK67","SC1028","จักราชวิทยา_SC1028","จักราชวิทยา_SC1028_F9RR9RFK67","Student_206_1030201383","Student206","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850885753","AC:82:F0:9A:B0:1E","6/8/2026 2:01:20 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"J4TCWYCXQQ","SC318","จักราชวิทยา_SC318","จักราชวิทยา_SC318_J4TCWYCXQQ","Student_64_1030201383","Student64","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850834702","AC:82:F0:A5:F2:A2","6/8/2026 2:01:18 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HGV9D9RCQY","SC664","จักราชวิทยา_SC664","จักราชวิทยา_SC664_HGV9D9RCQY","Student_133_1030201383","Student133","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850171469","AC:82:F0:AE:96:4D","6/8/2026 2:01:17 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"F0XVM04TDW","SC40","จักราชวิทยา_SC40","จักราชวิทยา_SC40_F0XVM04TDW","Student_08_1030201383","Student08","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650924276","AC:82:F0:A2:7F:50","6/8/2026 2:01:17 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"G2MDJYD4NK","SC472","จักราชวิทยา_SC472","จักราชวิทยา_SC472_G2MDJYD4NK","Student_95_1030201383","Student95","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850153319","AC:82:F0:AB:84:E5","6/8/2026 2:01:17 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HYGYFV54YM","SC993","จักราชวิทยา_SC993","จักราชวิทยา_SC993_HYGYFV54YM","Student_199_1030201383","Student199","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850646064","AC:82:F0:99:DB:8C","6/8/2026 2:01:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"LLXW1RQY3K","SC402","จักราชวิทยา_SC402","จักราชวิทยา_SC402_LLXW1RQY3K","Student_81_1030201383","Student81","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850295359","AC:82:F0:A3:B2:3E","6/8/2026 2:01:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"L2FQ6Q7VXD","SC273","จักราชวิทยา_SC273","จักราชวิทยา_SC273_L2FQ6Q7VXD","Student_55_1030201383","Student55","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357879850721529","AC:82:F0:9B:59:09","6/8/2026 2:01:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"FX1D9MH9C3","SC154","จักราชวิทยา_SC154","จักราชวิทยา_SC154_FX1D9MH9C3","Student_31_1030201383","Student31","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357585650528788","AC:82:F0:A7:26:50","6/8/2026 2:01:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"CYKPXV27V0","SC337","จักราชวิทยา_SC337","จักราชวิทยา_SC337_CYKPXV27V0","Student_68_1030201383","Student68","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850537206","AC:82:F0:99:4F:E5","6/8/2026 2:01:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"L0G4CC9T3D","SC309","จักราชวิทยา_SC309","จักราชวิทยา_SC309_L0G4CC9T3D","Student_62_1030201383","Student62","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850565538","AC:82:F0:A1:0A:54","6/8/2026 2:01:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"MP2WR759RJ","SC531","จักราชวิทยา_SC531","จักราชวิทยา_SC531_MP2WR759RJ","Student_107_1030201383","Student107","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850048543","AC:82:F0:9C:88:02","6/8/2026 2:01:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"LQ45QCFNR2","SC342","จักราชวิทยา_SC342","จักราชวิทยา_SC342_LQ45QCFNR2","Student_69_1030201383","Student69","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850907003","AC:82:F0:A7:ED:BB","6/8/2026 2:01:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"D34G4XTDGD","SC276","จักราชวิทยา_SC276","จักราชวิทยา_SC276_D34G4XTDGD","Student_56_1030201383","Student56","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850390028","AC:82:F0:9B:FB:16","6/8/2026 2:01:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"K7G4QTFPYQ","SC1044","จักราชวิทยา_SC1044","จักราชวิทยา_SC1044_K7G4QTFPYQ","Student_209_1030201383","Student209","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850910114","AC:82:F0:9D:58:21","6/8/2026 2:01:12 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GQ4JC340R2","TC83","จักราชวิทยา_TC83","จักราชวิทยา_TC83_GQ4JC340R2","Teacher_17_1030201383","Teacher17","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357879850319381","AC:82:F0:9A:A5:FE","6/8/2026 2:01:07 PM","TC; All; สพม.นครราชสีมา; TC_จักราชวิทยา; จักราชวิทยา","รร.จักราชวิทยา"
"C4GDJN9J0J","SC465","จักราชวิทยา_SC465","จักราชวิทยา_SC465_C4GDJN9J0J","Student_93_1030201383","Student93","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357879850689908","AC:82:F0:99:39:3C","6/8/2026 2:01:04 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"L097THKKX4","SC925","จักราชวิทยา_SC925","จักราชวิทยา_SC925_L097THKKX4","Student_185_1030201383","Student185","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850440047","AC:82:F0:A7:64:1D","6/8/2026 2:01:03 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"FL9KQCRHXL","SC580","จักราชวิทยา_SC580","จักราชวิทยา_SC580_FL9KQCRHXL","Student_116_1030201383","Student116","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850350063","AC:82:F0:9B:26:C1","6/8/2026 2:00:25 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KK6V2TQ7CQ","SC866","จักราชวิทยา_SC866","จักราชวิทยา_SC866_KK6V2TQ7CQ","Student_174_1030201383","Student174","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850712890","AC:82:F0:9F:9E:CA","6/8/2026 2:00:10 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GJV9F4YWRT","SC1033","จักราชวิทยา_SC1033","จักราชวิทยา_SC1033_GJV9F4YWRT","Student_207_1030201383","Student207","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850909314","AC:82:F0:A5:ED:5D","6/8/2026 1:59:35 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"M665TX4J54","SC09","จักราชวิทยา_SC09","จักราชวิทยา_SC09_M665TX4J54","Student_02_1030201383","Student02","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850995727","AC:82:F0:A8:7D:EF","6/8/2026 1:59:22 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"FPT6WJ4Q6D","SC679","จักราชวิทยา_SC679","จักราชวิทยา_SC679_FPT6WJ4Q6D","Student_136_1030201383","Student136","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850481611","AC:82:F0:9A:A6:77","6/8/2026 1:59:20 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"K79395Q6MN","SC602","จักราชวิทยา_SC602","จักราชวิทยา_SC602_K79395Q6MN","Student_121_1030201383","Student121","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850738028","AC:82:F0:9F:C2:F9","6/8/2026 1:59:03 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"H49L4CY9JF","TC98","จักราชวิทยา_TC98","จักราชวิทยา_TC98_H49L4CY9JF","Teacher_20_1030201383","Teacher20","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850073533","AC:82:F0:AB:C4:5B","6/8/2026 1:58:59 PM","TC; All; สพม.นครราชสีมา; TC_จักราชวิทยา; จักราชวิทยา","รร.จักราชวิทยา"
"D9VYVP2VK2","SC1039","จักราชวิทยา_SC1039","จักราชวิทยา_SC1039_D9VYVP2VK2","Student_208_1030201383","Student208","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850413754","AC:82:F0:AA:5A:96","6/8/2026 1:58:51 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"G22R6WH0QD","SC634","จักราชวิทยา_SC634","จักราชวิทยา_SC634_G22R6WH0QD","Student_127_1030201383","Student127","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357879850274867","AC:82:F0:A3:65:E0","6/8/2026 1:58:50 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HGV9RRQ9J2","SC1035","จักราชวิทยา_SC1035","จักราชวิทยา_SC1035_HGV9RRQ9J2","Student_207_1030201383","Student207","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850307584","AC:82:F0:AB:04:AB","6/8/2026 1:58:44 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"JFYQW6NP64","SC685","จักราชวิทยา_SC685","จักราชวิทยา_SC685_JFYQW6NP64","Student_137_1030201383","Student137","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850558723","AC:82:F0:AC:DB:85","6/8/2026 1:58:42 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"MV3N453CFQ","SC259","จักราชวิทยา_SC259","จักราชวิทยา_SC259_MV3N453CFQ","Student_52_1030201383","Student52","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850312287","AC:82:F0:AA:40:53","6/8/2026 1:58:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KGK9P6PXJ0","SC948","จักราชวิทยา_SC948","จักราชวิทยา_SC948_KGK9P6PXJ0","Student_190_1030201383","Student190","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850824992","AC:82:F0:99:91:A4","6/8/2026 1:57:51 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"DKC69X39T6","SC889","จักราชวิทยา_SC889","จักราชวิทยา_SC889_DKC69X39T6","Student_178_1030201383","Student178","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850842986","AC:82:F0:A9:32:06","6/8/2026 1:57:28 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"JW60D64T5Q","SC822","จักราชวิทยา_SC822","จักราชวิทยา_SC822_JW60D64T5Q","Student_165_1030201383","Student165","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850040011","AC:82:F0:9F:C1:5E","6/8/2026 1:57:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"DC4W23GRX0","SC1053","จักราชวิทยา_SC1053","จักราชวิทยา_SC1053_DC4W23GRX0","Student_211_1030201383","Student211","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850091113","AC:82:F0:9B:C4:E7","6/8/2026 1:56:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"CN7PCWY4Y1","SC1045","จักราชวิทยา_SC1045","จักราชวิทยา_SC1045_CN7PCWY4Y1","Student_209_1030201383","Student209","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850544376","AC:82:F0:A0:2D:87","6/8/2026 1:56:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KQDG34Y96P","SC421","จักราชวิทยา_SC421","จักราชวิทยา_SC421_KQDG34Y96P","Student_85_1030201383","Student85","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.4.2","357879850163326","AC:82:F0:AA:47:ED","6/8/2026 1:56:14 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GX63MYQ4YV","SC779","จักราชวิทยา_SC779","จักราชวิทยา_SC779_GX63MYQ4YV","Student_156_1030201383","Student156","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850094034","AC:82:F0:A5:43:71","6/8/2026 1:56:14 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"FQ74N1VJDW","SC260","จักราชวิทยา_SC260","จักราชวิทยา_SC260_FQ74N1VJDW","Student_52_1030201383","Student52","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850165974","AC:82:F0:A7:5E:5D","6/8/2026 1:56:12 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GP6T0L6W16","SC624","จักราชวิทยา_SC624","จักราชวิทยา_SC624_GP6T0L6W16","Student_125_1030201383","Student125","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.3.1 (a)","357879850217213","AC:82:F0:A3:3B:88","6/8/2026 1:56:12 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"F6PP7KWP94","SC550","จักราชวิทยา_SC550","จักราชวิทยา_SC550_F6PP7KWP94","Student_110_1030201383","Student110","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850168861","AC:82:F0:9D:D2:72","6/8/2026 1:56:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"G9QK9FRJPC","SC243","จักราชวิทยา_SC243","จักราชวิทยา_SC243_G9QK9FRJPC","Student_49_1030201383","Student49","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357879850448263","AC:82:F0:99:8F:C5","6/8/2026 1:56:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"M0066D7TD4","SC46","จักราชวิทยา_SC46","จักราชวิทยา_SC46_M0066D7TD4","Student_10_1030201383","Student10","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650939191","AC:82:F0:A5:A5:6B","6/8/2026 1:56:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"H96JFR96RM","SC258","จักราชวิทยา_SC258","จักราชวิทยา_SC258_H96JFR96RM","Student_52_1030201383","Student52","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357879850912441","AC:82:F0:A5:F0:1A","6/8/2026 1:56:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HHJXJJMFMC","SC178","จักราชวิทยา_SC178","จักราชวิทยา_SC178_HHJXJJMFMC","Student_36_1030201383","Student36","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.3.1","357585650505505","AC:82:F0:A0:6B:F5","6/8/2026 1:56:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"JHG9XP65PW","SC04","จักราชวิทยา_SC04","จักราชวิทยา_SC04_JHG9XP65PW","Student_01_1030201383","Student01","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850738812","AC:82:F0:AA:02:FA","6/8/2026 1:56:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"F7PDHVH9RN","SC106","จักราชวิทยา_SC106","จักราชวิทยา_SC106_F7PDHVH9RN","Student_22_1030201383","Student22","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850314531","AC:82:F0:9E:8A:7D","6/8/2026 1:56:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"DFDWM6706X","TC47","จักราชวิทยา_TC47","จักราชวิทยา_TC47_DFDWM6706X","Teacher_10_1030201383","Teacher10","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850803962","AC:82:F0:A0:B9:5F","6/8/2026 1:56:05 PM","TC; All; สพม.นครราชสีมา; TC_จักราชวิทยา; จักราชวิทยา","รร.จักราชวิทยา"
"JX3PM7656T","TC102","จักราชวิทยา_TC102","จักราชวิทยา_TC102_JX3PM7656T","Teacher_21_1030201383","Teacher21","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.3.1 (a)","357879850220530","AC:82:F0:A4:73:B5","6/8/2026 1:55:16 PM","TC; All; สพม.นครราชสีมา; TC_จักราชวิทยา; จักราชวิทยา","รร.จักราชวิทยา"
"LYVNQLP43M","SC575","จักราชวิทยา_SC575","จักราชวิทยา_SC575_LYVNQLP43M","Student_115_1030201383","Student115","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850811098","AC:82:F0:9A:5E:1D","6/8/2026 1:55:12 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HY60P7129H","SC270","จักราชวิทยา_SC270","จักราชวิทยา_SC270_HY60P7129H","Student_54_1030201383","Student54","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850966389","AC:82:F0:AA:55:E6","6/8/2026 1:54:47 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HGH605G7CN","SC847","จักราชวิทยา_SC847","จักราชวิทยา_SC847_HGH605G7CN","Student_170_1030201383","Student170","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850515939","AC:82:F0:A3:6F:B4","6/8/2026 1:54:37 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"H2JVWGWLV4","SC448","จักราชวิทยา_SC448","จักราชวิทยา_SC448_H2JVWGWLV4","Student_90_1030201383","Student90","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850840980","AC:82:F0:A0:C0:FC","6/8/2026 1:54:33 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"M91XJNDWH3","SC675","จักราชวิทยา_SC675","จักราชวิทยา_SC675_M91XJNDWH3","Student_135_1030201383","Student135","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850600772","AC:82:F0:9F:7C:98","6/8/2026 1:53:57 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
